Time,station_id,Taxi,Bus,Cargo,Private_Veh
2100-2200 ,5021,27.6,0.9,10.8,54.9
2200-2300 ,5021,32.8,0.1,9.600000000000001,51.4
0700-0800 ,5022,15.1,2.2,12.0,60.5
0800-0900 ,5022,11.8,2.3,20.7,56.3
0900-1000 ,5022,15.5,1.5,25.3,49.8
1000-1100 ,5022,14,1.1,29.5,47.3
1100-1200 ,5022,13.2,1.6,25.0,51.1
1200-1300 ,5022,12,3,28.8,47.4
1300-1400 ,5022,11.2,0.8,27.8,51
1400-1500 ,5022,6.6,2.1,30.2,53.1
1500-1600 ,5022,11.2,1,25.5,52
1600-1700 ,5022,9.7,1.1,23.200000000000003,58.4
1700-1800 ,5022,12.8,1.6,22,48.8
1800-1900 ,5022,9.8,1.5,12.5,65.7
1900-2000 ,5022,10,1.4,7.9,70.9
2000-2100 ,5022,13.4,0.4,4.7,69.3
2100-2200 ,5022,21.9,0.2,5.3,62.9
2200-2300 ,5022,17.8,0.2,3.7,69.8
0700-0800 ,6204,28.6,2.2,11.0,36.1
0800-0900 ,6204,47.4,0.3,14.5,24
0900-1000 ,6204,52.4,1.2,13.4,17.8
1000-1100 ,6204,49.6,0.4,15.1,14
1100-1200 ,6204,44.2,0,14.6,17.7
1200-1300 ,6204,44.4,0.5,7.6,21.9
1300-1400 ,6204,49.2,3.8,10.3,18.1
1400-1500 ,6204,54,0,9.7,16.5
1500-1600 ,6204,45.9,0.4,10.4,23.6
1600-1700 ,6204,44.2,0.4,15.7,20.4
1700-1800 ,6204,40.7,0.8,6.300000000000001,31
1800-1900 ,6204,34.1,1,6.5,32.6
1900-2000 ,6204,40.9,0,4.1000000000000005,37.8
2000-2100 ,6204,47.9,0.6,4.9,25.2
2100-2200 ,6204,47.8,1.6,7.8,22
2200-2300 ,6204,44.5,0.7,4.0,34.7
0700-0800 ,5041,2.9,1.1,48.7,42.1
0800-0900 ,5041,1.4,2.5,54.4,36.9
0900-1000 ,5041,0.7,0.7,61.7,35.5
1000-1100 ,5041,2.2,3.5,64.2,28.5
1100-1200 ,5041,2.8,0.8,65.7,29.3
1200-1300 ,5041,2,0,62.8,32
1300-1400 ,5041,2.4,1,62.1,32.4
1400-1500 ,5041,1.6,0.9,66.1,29.6
1500-1600 ,5041,2.8,0.4,57.5,35.1
1600-1700 ,5041,2,1.6,60.6,33.1
1700-1800 ,5041,2.7,3,42.099999999999994,49.5
1800-1900 ,5041,0.4,1.1,30.6,65
1900-2000 ,5041,5.5,1.2,17.6,71
2000-2100 ,5041,3.3,0.8,27.7,65.2
2100-2200 ,5041,2.5,1.7,20.3,71.9
2200-2300 ,5041,3.6,1.5,17.3,73.9
0700-0800 ,1009,25.6,3.5,10.9,33.9
0800-0900 ,1009,21.9,0.6,6.9,56
0900-1000 ,1009,24.6,0.5,13.9,42.9
1000-1100 ,1009,27.4,1.4,20.4,33.5
1100-1200 ,1009,26.6,2.5,15.1,37
1200-1300 ,1009,27.9,2.4,14.899999999999999,34.7
1300-1400 ,1009,30,1.9,14.1,34.4
1400-1500 ,1009,32.3,0.6,13.4,33.5
1500-1600 ,1009,23.9,4.9,12.600000000000001,39.3
1600-1700 ,1009,20.9,3.1,13.100000000000001,43.4
1700-1800 ,1009,22.9,2.5,8.1,48.8
1800-1900 ,1009,22.5,1.5,2.5,57.1
1900-2000 ,1009,19.2,0.8,3.4,59.6
2000-2100 ,1009,36,0.5,1.8,41
2100-2200 ,1009,34.4,0,4,39
2200-2300 ,1009,40.8,0.6,3.4,34.6
0700-0800 ,1001,34.4,4.4,14.1,34.8
0800-0900 ,1001,30.5,3.2,13.600000000000001,43.1
0900-1000 ,1001,28,0.9,19.0,45.5
1000-1100 ,1001,26.9,0.8,21.8,45.3
1100-1200 ,1001,26.3,0.5,22.200000000000003,46.7
1200-1300 ,1001,28.4,1.2,15.8,50.1
1300-1400 ,1001,27.9,1.1,17.9,47.5
1400-1500 ,1001,26.7,1.3,17.4,49.9
1500-1600 ,1001,23.9,0.9,17.8,52.7
1600-1700 ,1001,22.8,1.3,14.9,53.7
1700-1800 ,1001,26.9,1,8.3,55.9
1800-1900 ,1001,24.8,1.8,5.0,60.8
1900-2000 ,1001,33.5,1.4,3.7,56.9
2000-2100 ,1001,39.6,1,4.6,48.1
2100-2200 ,1001,38.7,0.4,5.300000000000001,49.9
2200-2300 ,1001,42.9,0.6,5.0,45.3
0700-0800 ,1107,38.9,8.9,7.1000000000000005,29.2
0800-0900 ,1107,16.7,4.2,10.9,59.9
0900-1000 ,1107,17.4,1.1,11.8,64.5
1000-1100 ,1107,24.8,0.6,18.6,48.4
1100-1200 ,1107,19.9,0.6,14.7,52
1200-1300 ,1107,24.5,2.6,17.2,47
1300-1400 ,1107,22.5,1.9,15.5,50.6
1400-1500 ,1107,26.1,1.4,14.8,48.1
1500-1600 ,1107,26.7,1.1,15.7,45.2
1600-1700 ,1107,27,1.9,7.7,58.4
1700-1800 ,1107,25,2.1,7.3,57.8
1800-1900 ,1107,23.4,2.3,4.1,51.5
1900-2000 ,1107,33.5,1.5,2,50.3
2000-2100 ,1107,33.6,0,4.3,51.4
2100-2200 ,1107,38.5,0,1.7999999999999998,47.1
2200-2300 ,1107,45.1,0,0,44.4
0700-0800 ,5013,8.2,1.9,23,59.1
0800-0900 ,5013,7.5,1.7,29.0,55.6
0900-1000 ,5013,9.7,1.4,39.5,44.3
1000-1100 ,5013,8.2,1.5,41.400000000000006,44.2
1100-1200 ,5013,7.3,1.1,43.8,42.6
1200-1300 ,5013,7.1,1.5,37.7,48.3
1300-1400 ,5013,6.9,1.2,41.0,45.8
1400-1500 ,5013,6.7,1.4,47.0,40.2
1500-1600 ,5013,6.5,1.1,41.9,45.2
1600-1700 ,5013,6.6,1.3,41.2,45.2
1700-1800 ,5013,6.4,1.4,31.6,52.9
1800-1900 ,5013,6.7,2.2,20.4,63.7
1900-2000 ,5013,7.1,1.8,15.7,70.1
2000-2100 ,5013,10.9,0.9,16.9,64.6
2100-2200 ,5013,14.8,1,22.1,54.2
2200-2300 ,5013,15.1,1,21.6,55.2
0700-0800 ,4216,22,2.3,18.0,39.6
0800-0900 ,4216,15.4,1.6,19.0,48.7
0900-1000 ,4216,21.4,1.3,28.5,36.7
1000-1100 ,4216,22.7,0.5,30.599999999999998,34.3
1100-1200 ,4216,17.9,0.6,36.5,31.7
1200-1300 ,4216,17.7,1.1,31.9,36.6
1300-1400 ,4216,17.5,1.5,32.9,35.7
1400-1500 ,4216,17.7,1.5,35.0,34.6
1500-1600 ,4216,19.5,0.9,31.6,37.2
1600-1700 ,4216,21,1.2,27.5,37.4
1700-1800 ,4216,17.5,1.5,21.6,43.5
1800-1900 ,4216,16.3,1.1,12.700000000000001,53.9
1900-2000 ,4216,22,1.3,11.0,50.5
2000-2100 ,4216,24,0.5,9.8,51.5
2100-2200 ,4216,26.3,0.6,11.0,45.9
2200-2300 ,4216,29.7,0.8,7.300000000000001,44.7
0700-0800 ,2217,49,3.7,9.2,30.5
0800-0900 ,2217,48.8,2.3,11.4,31
0900-1000 ,2217,29.1,3.5,17.2,45.9
1000-1100 ,2217,34.3,0.5,23.0,37.9
1100-1200 ,2217,27.1,2,17.8,48.3
1200-1300 ,2217,34,3.5,18.4,42.6
1300-1400 ,2217,30.8,3.8,15.399999999999999,46.7
1400-1500 ,2217,36.6,0.5,22.900000000000002,36.6
1500-1600 ,2217,28.1,2.3,12.0,53.9
1600-1700 ,2217,26.9,2.6,17.3,48.6
1700-1800 ,2217,33.8,4.3,11.7,43.1
1800-1900 ,2217,28.4,3.4,7.3,57.4
1900-2000 ,2217,21.8,2.7,4.0,69.3
2000-2100 ,2217,37,0.9,6.300000000000001,51.5
2100-2200 ,2217,48.3,0,11.5,37.9
2200-2300 ,2217,40.2,0,12.2,46.3
0700-0800 ,6214,12.1,1.9,72.4,8.9
0800-0900 ,6214,17.3,0.8,62.3,17.7
0900-1000 ,6214,12.2,1.1,71.4,13
1000-1100 ,6214,5.4,0.6,82.6,7.3
1100-1200 ,6214,7.1,0.9,84.2,6.5
1200-1300 ,6214,5.2,2,74.5,14.5
1300-1400 ,6214,5.7,0.6,83.1,8.6
1400-1500 ,6214,2.4,1.4,79.4,14.9
1500-1600 ,6214,4.7,1.3,76.1,13.6
1600-1700 ,6214,4.3,1.4,79.80000000000001,12.6
1700-1800 ,6214,9.1,7.2,64.5,13.2
1800-1900 ,6214,9.5,6,41.2,35.9
1900-2000 ,6214,13.3,2.8,44.5,34.4
2000-2100 ,6214,23.3,1.7,50.0,20
2100-2200 ,6214,25.7,1,49.5,22.9
2200-2300 ,6214,14.4,3.3,52.3,25.6
0700-0800 ,4201,14.2,0.3,16.9,48.9
0800-0900 ,4201,8.8,0.7,19.7,58.2
0900-1000 ,4201,16.8,0.5,21.0,54.8
1000-1100 ,4201,13.6,0.2,29.6,51.2
1100-1200 ,4201,13.7,0.3,33.7,43.9
1200-1300 ,4201,14.7,0.3,24.7,53.1
1300-1400 ,4201,16.2,0,30.2,46.4
1400-1500 ,4201,19,0,29.700000000000003,44.1
1500-1600 ,4201,17.1,0.3,27.9,46
1600-1700 ,4201,13.7,0.3,21.599999999999998,50
1700-1800 ,4201,18.4,0.7,18.700000000000003,42.1
1800-1900 ,4201,11.6,0,10.100000000000001,58.9
1900-2000 ,4201,12.1,0.3,8.5,67.7
2000-2100 ,4201,27.6,0.8,6.9,52
2100-2200 ,4201,23.9,1,11.6,50.1
2200-2300 ,4201,25.3,0,9.299999999999999,50.7
0700-0800 ,1004,16.9,6.9,14.1,46.1
0800-0900 ,1004,15.9,1.9,13.200000000000001,57.7
0900-1000 ,1004,16.3,1,23.299999999999997,50
1000-1100 ,1004,16.4,0.9,29.7,43
1100-1200 ,1004,15.4,1.8,30.099999999999998,43.1
1200-1300 ,1004,11.5,1.3,25.5,52.7
1300-1400 ,1004,19.6,2.6,26.7,40.8
1400-1500 ,1004,13.8,2.2,28.1,46.7
1500-1600 ,1004,14.9,2.2,20.8,53.8
1600-1700 ,1004,13.3,2.4,19.7,53.6
1700-1800 ,1004,14.4,1.6,11.4,59
1800-1900 ,1004,16.2,3,9.4,58.8
1900-2000 ,1004,16.8,1.4,7.1,65.3
2000-2100 ,1004,26.1,0.8,4.4,57
2100-2200 ,1004,27.2,0.7,7.0,54.6
2200-2300 ,1004,20,0.6,4.0,65.9
0700-0800 ,2407,30.1,2.7,17.799999999999997,26
0800-0900 ,2407,28.8,2.2,12.8,39.8
0900-1000 ,2407,20.9,2.8,21.799999999999997,42.2
1000-1100 ,2407,23.5,0.7,19.6,45.8
1100-1200 ,2407,25.7,0.7,26.400000000000002,30.6
1200-1300 ,2407,24.5,1.3,21.2,20.5
1300-1400 ,2407,31.8,4.7,14.2,31.1
1400-1500 ,2407,33.8,1.5,18.8,36.1
1500-1600 ,2407,20.7,0.8,26.5,36.4
1600-1700 ,2407,25.4,0.8,17.8,45.8
1700-1800 ,2407,26.6,3.1,6.3,43
1800-1900 ,2407,21.5,0.6,8.9,44.3
1900-2000 ,2407,20,0.7,4.3,61.4
2000-2100 ,2407,29.4,0,5.9,47.1
2100-2200 ,2407,34.6,0,7.4,42
2200-2300 ,2407,36,0,2,52
0700-0800 ,6210,13.9,0,10.6,57.8
0800-0900 ,6210,10.7,0.8,14.899999999999999,68.2
0900-1000 ,6210,10.6,0,11.0,73
1000-1100 ,6210,4,0.8,18.3,62.8
1100-1200 ,6210,8.7,0,15.5,64.1
1200-1300 ,6210,7.4,1.6,22.1,55.6
1300-1400 ,6210,11.3,0,9.5,65.1
1400-1500 ,6210,9.2,0,14.700000000000001,59.8
1500-1600 ,6210,10.7,0.9,10.700000000000001,62.5
1600-1700 ,6210,9.6,0,18.4,55.9
1700-1800 ,6210,5.1,0.9,9.4,69.2
1800-1900 ,6210,8.5,0,9.2,68.9
1900-2000 ,6210,7.1,0,7.1,70.4
2000-2100 ,6210,7.5,0,1.3,68.8
2100-2200 ,6210,16.3,0,1.6,58.8
2200-2300 ,6210,24.6,0,4.3,50.7
0700-0800 ,6213,12.4,3.7,31.7,43.9
0800-0900 ,6213,15.9,2.8,27.2,46.9
0900-1000 ,6213,13.7,1.8,37.4,41.4
1000-1100 ,6213,14.8,1.5,44.5,32.6
1100-1200 ,6213,10.7,2,47.0,33.2
1200-1300 ,6213,16.9,2.6,37.4,36.5
1300-1400 ,6213,14.4,1.5,45.1,33.4
1400-1500 ,6213,15.3,1.2,43.8,33.1
1500-1600 ,6213,16.2,1.1,39.2,36.2
1600-1700 ,6213,19.1,1.4,40.7,33
1700-1800 ,6213,18.2,2.1,38.3,33.6
1800-1900 ,6213,13.8,2.6,17.200000000000003,56.2
1900-2000 ,6213,19.8,3,18.8,49.6
2000-2100 ,6213,21.8,3.1,10.4,54.8
2100-2200 ,6213,28.7,1.6,13.7,47
2200-2300 ,6213,28.6,1.3,10.4,50.3
0700-0800 ,5033,6.3,2.6,29.6,50.5
0800-0900 ,5033,7,2.3,32.3,49.3
0900-1000 ,5033,8.2,1,40.3,43.7
1000-1100 ,5033,7.7,1.3,46.5,36.7
1100-1200 ,5033,12.6,1,53.3,24.5
1200-1300 ,5033,9.1,0.9,43.400000000000006,40.4
1300-1400 ,5033,9.2,0.9,48.2,35.2
1400-1500 ,5033,10.2,0.9,48.6,34.7
1500-1600 ,5033,7.8,1.4,47.7,36.6
1600-1700 ,5033,6.4,1,42.8,43
1700-1800 ,5033,6.9,1,32.7,50
1800-1900 ,5033,6.2,2.2,20.299999999999997,62.2
1900-2000 ,5033,6.2,1.8,12.7,71.2
2000-2100 ,5033,7.1,2.1,17.4,63.2
2100-2200 ,5033,16.7,0.9,14.2,58
2200-2300 ,5033,18.3,0.3,8.7,64
0700-0800 ,6221,17.4,6.9,30.7,34.8
0800-0900 ,6221,15.1,5.5,35.7,37.9
0900-1000 ,6221,17.3,1.9,50.0,24.8
1000-1100 ,6221,11.5,3.2,53.9,23.5
1100-1200 ,6221,11.7,2.5,55.0,24.7
1200-1300 ,6221,9.1,6.4,49.599999999999994,30.4
1300-1400 ,6221,9.2,7.1,48.0,30.1
1400-1500 ,6221,12,5.1,47.8,26.7
1500-1600 ,6221,20.4,4.8,48.599999999999994,22.2
1600-1700 ,6221,13.3,6.4,48.6,24.6
1700-1800 ,6221,11.2,8.2,33.4,38.3
1800-1900 ,6221,17.5,7.2,27.8,35
1900-2000 ,6221,17.4,3.3,31.0,43.4
2000-2100 ,6221,13.8,8.7,27.7,41.5
2100-2200 ,6221,18.7,7.7,29.6,38.6
2200-2300 ,6221,22.3,5.6,32.6,31
0700-0800 ,5027,17.9,4.7,24.4,45.2
0800-0900 ,5027,17.5,2.5,22.2,51.9
0900-1000 ,5027,16.7,1.9,31.200000000000003,46.1
1000-1100 ,5027,13.1,1.4,47.2,33.3
1100-1200 ,5027,20.3,2.1,35.2,37.1
1200-1300 ,5027,18.2,2.6,33.7,39.7
1300-1400 ,5027,16.9,1.6,42.7,33.5
1400-1500 ,5027,19,2.2,36.8,35.9
1500-1600 ,5027,18.6,3.6,34.4,37.2
1600-1700 ,5027,17.8,5.9,32.3,38.1
1700-1800 ,5027,14,6,25.4,45.3
1800-1900 ,5027,14.6,6.4,16,56.7
1900-2000 ,5027,19.5,3.5,15.200000000000001,55.8
2000-2100 ,5027,17.7,8.4,18.6,49.2
2100-2200 ,5027,26.7,4.4,21.299999999999997,40.6
2200-2300 ,5027,17.1,3,22.700000000000003,49.9
0700-0800 ,3024,13.7,1.8,26.700000000000003,48.8
0800-0900 ,3024,12.9,3.3,23.099999999999998,52.4
0900-1000 ,3024,17.7,1.4,30.5,45.2
1000-1100 ,3024,8.9,1.1,34.0,50.8
1100-1200 ,3024,15.8,1.1,30.900000000000002,47.8
1200-1300 ,3024,13.9,1.1,31.1,49.7
1300-1400 ,3024,15.3,1.2,32.599999999999994,45.9
1400-1500 ,3024,14.1,1.1,29.9,50.7
1500-1600 ,3024,14.6,0.6,30.0,50
1600-1700 ,3024,12.2,2.2,30.9,49.7
1700-1800 ,3024,12.2,1.3,21.7,56.9
1800-1900 ,3024,12.7,2,12.600000000000001,65.4
1900-2000 ,3024,13.7,1.6,8.299999999999999,71.7
2000-2100 ,3024,18.5,2,8.6,63.8
2100-2200 ,3024,22.7,1.9,9,59.3
2200-2300 ,3024,25.3,0.7,8.5,59.5
0700-0800 ,4403,23.3,6.7,16.7,23.3
0800-0900 ,4403,17,0,17.0,57.4
0900-1000 ,4403,44,0,12,20
1000-1100 ,4403,44.1,0,11.8,32.4
1100-1200 ,4403,44.4,0,13.3,24.4
1200-1300 ,4403,22.8,1.8,12.3,52.6
1300-1400 ,4403,41.3,0,6.5,30.4
1400-1500 ,4403,26.2,2.4,16.7,35.7
1500-1600 ,4403,33.3,0,25,25
1600-1700 ,4403,10.5,0,34.199999999999996,47.4
1700-1800 ,4403,15.8,0,15.799999999999999,47.4
1800-1900 ,4403,6.8,0,8.5,64.4
1900-2000 ,4403,24.5,0,3.8,52.8
2000-2100 ,4403,38.5,0,5.1,51.3
2100-2200 ,4403,31,0,3.4,55.2
2200-2300 ,4403,27,0,2.7,48.6
0700-0800 ,4202,25.1,4.5,12.700000000000001,38.6
0800-0900 ,4202,19.3,1.9,18.400000000000002,49.2
0900-1000 ,4202,22.5,0.5,20.9,48.3
1000-1100 ,4202,24.8,0.4,23.5,41.4
1100-1200 ,4202,27.5,1.9,24.4,35.9
1200-1300 ,4202,25.4,1.2,20.9,43.2
1300-1400 ,4202,25.5,1.7,21.0,39.5
1400-1500 ,4202,22.4,1.4,20.099999999999998,47.2
1500-1600 ,4202,19.8,0.7,20.0,50.5
1600-1700 ,4202,23.4,1.9,14.5,49.3
1700-1800 ,4202,22,0.9,18.200000000000003,46.3
1800-1900 ,4202,19.4,0.6,13.2,56
1900-2000 ,4202,29.2,1.1,6.1,54.1
2000-2100 ,4202,27.8,0.7,8.700000000000001,51
2100-2200 ,4202,37.7,0.2,8.1,43.6
2200-2300 ,4202,36.1,0,8.0,44.4
0700-0800 ,2201,35.6,6.1,8.3,24.8
0800-0900 ,2201,26.6,1.8,7.6,49.5
0900-1000 ,2201,31.5,1,14.399999999999999,42.6
1000-1100 ,2201,30.6,1.1,16.2,39.2
1100-1200 ,2201,28.8,1.7,14.7,38.2
1200-1300 ,2201,25.5,3,14.0,40
1300-1400 ,2201,26,3.6,18.2,30.6
1400-1500 ,2201,34.1,2,12.299999999999999,38.1
1500-1600 ,2201,29.2,2.1,19.4,34.3
1600-1700 ,2201,29,1.6,13.3,43.1
1700-1800 ,2201,29.4,3,10.5,41.4
1800-1900 ,2201,26.1,1.8,5.3,55.5
1900-2000 ,2201,32.7,0.2,4.4,49.3
2000-2100 ,2201,45.8,0,1.8,35.4
2100-2200 ,2201,43.3,0,2.2,35.8
2200-2300 ,2201,41.5,0.5,2.6,37.3
0700-0800 ,6212,12.1,2,15.399999999999999,59
0800-0900 ,6212,10.4,0,26.700000000000003,54.9
0900-1000 ,6212,10.2,0,31.2,53.1
1000-1100 ,6212,14.3,0,36.1,46.4
1100-1200 ,6212,13.4,0,37.4,42.4
1200-1300 ,6212,10.5,1.1,22.1,57.2
1300-1400 ,6212,8.5,0.7,28.7,54.7
1400-1500 ,6212,5.8,0,37.599999999999994,48
1500-1600 ,6212,5.8,0,36.7,51.2
1600-1700 ,6212,4.5,0.6,28.3,61.1
1700-1800 ,6212,8.4,0,29.0,55.7
1800-1900 ,6212,11.2,0.8,13.100000000000001,71.6
1900-2000 ,6212,16.4,1.7,9.7,64.6
2000-2100 ,6212,17.1,0,6.5,71.7
2100-2200 ,6212,32,0,5.699999999999999,50.3
2200-2300 ,6212,18.5,1,7.8,65.4
0700-0800 ,4203,26,5.3,25.5,28.4
0800-0900 ,4203,19.2,2.2,16.7,46.7
0900-1000 ,4203,20.2,0.4,24.8,42.6
1000-1100 ,4203,24.5,0.2,25.9,38.7
1100-1200 ,4203,24,1.4,29.7,29.1
1200-1300 ,4203,24.8,0.9,22.3,38.8
1300-1400 ,4203,23.8,1.8,25.2,32.4
1400-1500 ,4203,21.4,0.9,25.2,41.1
1500-1600 ,4203,23.1,0.5,20.6,44
1600-1700 ,4203,23.9,0.5,18.7,45.2
1700-1800 ,4203,23,0.5,17.8,44.4
1800-1900 ,4203,20.5,0.4,11.5,52.7
1900-2000 ,4203,26.9,0.3,5.699999999999999,53.9
2000-2100 ,4203,33.6,0,6.4,49.4
2100-2200 ,4203,43.2,0.3,6.3,37.8
2200-2300 ,4203,37.1,0.5,4.1,42
0700-0800 ,4210,27.3,3,36.3,21.2
0800-0900 ,4210,12.3,0,64.4,12.3
0900-1000 ,4210,11.7,1.1,58.5,22.3
1000-1100 ,4210,9.2,0,49.2,36.9
1100-1200 ,4210,6.2,1.2,66.7,21
1200-1300 ,4210,6.3,1.3,55.0,27.5
1300-1400 ,4210,12.4,0,46.0,36
1400-1500 ,4210,5.5,0,46.2,37.4
1500-1600 ,4210,10.7,0,29.799999999999997,46.4
1600-1700 ,4210,5.1,0,48.099999999999994,35.4
1700-1800 ,4210,10.8,0,25.7,52.7
1800-1900 ,4210,10.5,0,25.0,47.4
1900-2000 ,4210,24.3,2.7,10.8,44.6
2000-2100 ,4210,28.6,0,14.2,46.9
2100-2200 ,4210,24.5,0,16.299999999999997,51
2200-2300 ,4210,24.2,0,12.1,48.5
0700-0800 ,3004,22.8,3.4,27.799999999999997,33.6
0800-0900 ,3004,13.9,2.1,22.6,53.3
0900-1000 ,3004,27.4,2.4,25.0,38.9
1000-1100 ,3004,29.8,1,31.8,31
1100-1200 ,3004,23.5,1.2,31.400000000000002,36.9
1200-1300 ,3004,25.7,1.6,31.099999999999998,36
1300-1400 ,3004,25,1.4,32.6,34.8
1400-1500 ,3004,23.5,1.8,28.0,39.7
1500-1600 ,3004,24.3,2.1,29.7,37.4
1600-1700 ,3004,23.8,2.1,21.5,43.3
1700-1800 ,3004,19.2,1.9,15.299999999999999,50.4
1800-1900 ,3004,18.4,1.2,11.8,61.5
1900-2000 ,3004,24.1,2.2,8.0,59
2000-2100 ,3004,32.2,0.6,12.2,48.2
2100-2200 ,3004,31.6,1,9.0,50.9
2200-2300 ,3004,31.3,1.2,6.0,53.2
0700-0800 ,2403,48.8,14.2,4.800000000000001,15.7
0800-0900 ,2403,40.2,14.5,5.1,28.2
0900-1000 ,2403,39.8,9.2,9.200000000000001,31.4
1000-1100 ,2403,36.9,5.9,10.1,36.1
1100-1200 ,2403,34,6.6,8.299999999999999,38.1
1200-1300 ,2403,38.1,5,1.7,41.4
1300-1400 ,2403,33,5.3,4.3,47.9
1400-1500 ,2403,38.1,6.4,4.8,39.7
1500-1600 ,2403,20.9,6,7,57.7
1600-1700 ,2403,31.7,4.9,4.1,50.4
1700-1800 ,2403,33.6,9,4.4,43.3
1800-1900 ,2403,44.7,6,0,41.1
1900-2000 ,2403,45.3,6.8,1.4,35.2
2000-2100 ,2403,56.1,4.1,1,19.4
2100-2200 ,2403,59.7,1.3,3.8,26.7
2200-2300 ,2403,62.1,0,0,29.9
0700-0800 ,6219,29.9,4.6,31.1,19.9
0800-0900 ,6219,24.9,2.7,34.3,28.1
0900-1000 ,6219,25.4,1,38.4,26.2
1000-1100 ,6219,18.9,0.7,53.9,19.3
1100-1200 ,6219,16.7,1.1,56.2,16.6
1200-1300 ,6219,17,1.8,48.5,20.8
1300-1400 ,6219,14.7,3.6,51.2,20
1400-1500 ,6219,12.3,2.8,52.099999999999994,23.1
1500-1600 ,6219,14.1,1.5,56.3,18.3
1600-1700 ,6219,13.5,2,50.3,24.9
1700-1800 ,6219,14.1,2.2,44.0,26.1
1800-1900 ,6219,18.1,3.8,24.8,41.7
1900-2000 ,6219,23,2.6,18.4,41.7
2000-2100 ,6219,28,1.7,18.5,32.5
2100-2200 ,6219,34.1,1.5,18.5,30.2
2200-2300 ,6219,31.4,0,13.8,36.6
0700-0800 ,4219,13.8,3.4,16.7,54.1
0800-0900 ,4219,13.2,2.7,20.6,55.9
0900-1000 ,4219,13,0.2,31.0,50
1000-1100 ,4219,14.1,0.2,29.099999999999998,50.8
1100-1200 ,4219,14.3,1,30.400000000000002,48
1200-1300 ,4219,16.6,1,27.0,48.8
1300-1400 ,4219,12,1.2,30.799999999999997,47.9
1400-1500 ,4219,12.5,0.7,35.1,44.4
1500-1600 ,4219,13.7,0.7,27.1,52.5
1600-1700 ,4219,12.9,0.8,24.1,55.3
1700-1800 ,4219,9.9,1.6,20.6,58.5
1800-1900 ,4219,11.3,0.8,8.799999999999999,68.7
1900-2000 ,4219,14.5,0.8,5.6000000000000005,72.5
2000-2100 ,4219,19.4,0.4,7.6000000000000005,64.1
2100-2200 ,4219,20.1,0.2,11.2,59.1
2200-2300 ,4219,18.4,1,6.3,66.3
0700-0800 ,5030,14.2,3.4,31.799999999999997,38.4
0800-0900 ,5030,13.4,1.8,32.8,42
0900-1000 ,5030,12.3,1.1,41.400000000000006,37.2
1000-1100 ,5030,12.7,0.6,48.2,31.4
1100-1200 ,5030,10.8,0.8,47.400000000000006,32.8
1200-1300 ,5030,12.2,1.4,41.7,36.5
1300-1400 ,5030,10.5,1.3,47.8,32.8
1400-1500 ,5030,11,1.1,45.3,34.1
1500-1600 ,5030,11.9,0.4,44.0,36.5
1600-1700 ,5030,11.7,0.9,41.3,36.6
1700-1800 ,5030,11.8,1.5,33.2,41.5
1800-1900 ,5030,10.9,1.9,20.299999999999997,54.5
1900-2000 ,5030,15.3,1.7,17.5,55.4
2000-2100 ,5030,18.7,1,16.8,51.9
2100-2200 ,5030,20.4,1.3,16.6,51.5
2200-2300 ,5030,23.2,0.8,17.1,46.9
0700-0800 ,4209,33,1.9,29.2,15.5
0800-0900 ,4209,19.3,7,33.4,17.5
0900-1000 ,4209,15.1,0.8,39.3,31
1000-1100 ,4209,28.6,1.4,32.7,29.9
1100-1200 ,4209,30.3,0.6,30.3,27.3
1200-1300 ,4209,23.5,1.2,34.0,26.6
1300-1400 ,4209,25.6,0,28.7,35.4
1400-1500 ,4209,25.4,1.3,24.799999999999997,35.6
1500-1600 ,4209,31.7,0.6,28.9,29.4
1600-1700 ,4209,25.9,0,23.4,38.5
1700-1800 ,4209,36.9,0,9.2,41.2
1800-1900 ,4209,31,1.4,12,41.6
1900-2000 ,4209,41.3,0,7.4,41.9
2000-2100 ,4209,38.6,0,6.7,43.5
2100-2200 ,4209,41.8,0,8.2,41.8
2200-2300 ,4209,36.8,0,3.5,52.5
0700-0800 ,4206,12.3,14.5,10.5,52.3
0800-0900 ,4206,9.7,7,20.7,55.9
0900-1000 ,4206,9.1,3,21,60.2
1000-1100 ,4206,15.8,2.4,27.5,44.9
1100-1200 ,4206,15.3,2.7,27.099999999999998,47.4
1200-1300 ,4206,13.6,4.4,16.5,57.8
1300-1400 ,4206,17.9,3.3,17.2,57.2
1400-1500 ,4206,14.9,3.6,22.1,50
1500-1600 ,4206,17.8,2.3,20.099999999999998,53.4
1600-1700 ,4206,16.5,3.8,16.9,56.5
1700-1800 ,4206,16.3,2.1,12.8,59.7
1800-1900 ,4206,8.6,3.9,7.699999999999999,73.3
1900-2000 ,4206,11.8,2.1,6.4,75.7
2000-2100 ,4206,19.9,3.1,6.1,64.4
2100-2200 ,4206,16.5,1.9,8.9,64.2
2200-2300 ,4206,13.1,2.8,7.6,67
0700-0800 ,2216,26.9,3.6,20.3,38.5
0800-0900 ,2216,22.8,3.4,16.2,52
0900-1000 ,2216,23.1,0.8,20.7,51.1
1000-1100 ,2216,22.2,0.5,24.400000000000002,48.5
1100-1200 ,2216,23.9,1.1,25.2,44.5
1200-1300 ,2216,18.5,1.6,24.9,51.6
1300-1400 ,2216,22.8,2.3,22.7,47.6
1400-1500 ,2216,24.6,1,21.6,49
