Time,station_id,Taxi,Bus,Cargo,Private_Veh,num_Taxi,num_Bus,num_Cargo,num_Private_Veh,frac_Taxi,frac_Bus,frac_Cargo,frac_Private_Veh,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,latitude,longitude
0900-1000 ,2216,51.1,0.8,36.4,36.2,934.619,14.632,665.756,662.0980000000001,0.07584493442662729,0.03389210211177074,0.09608550529840215,0.06791698859204509,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1000-1100 ,2216,48.5,0.5,39.4,30.2,848.265,8.745000000000001,689.1059999999999,528.198,0.06883725165163879,0.02025604380586626,0.09945550353907544,0.05418173373177539,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1100-1200 ,2216,44.5,1.1,39.6,28.2,755.165,18.667,672.0120000000001,478.554,0.061282126627303736,0.04323837275289943,0.096988405041171,0.04908932900971992,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1200-1300 ,2216,51.6,1.6,36.7,35.3,850.884,26.384,605.1830000000001,582.097,0.06904978519018588,0.061113260122810216,0.08734328245333564,0.059710609771459304,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1300-1400 ,2216,47.6,2.3,39.3,33.6,796.3480000000001,38.479,657.4889999999999,562.128,0.06462415362920697,0.08912890904584651,0.0948923671632567,0.057662220642969955,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1400-1500 ,2216,49.0,1.0,36.1,34.9,825.65,16.85,608.285,588.0649999999999,0.06700202982107663,0.039029655589347796,0.08779097986415225,0.060322797979122406,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1500-1600 ,2216,50.2,0.8,33.8,33.0,830.8100000000001,13.24,559.39,546.15,0.0674207671478819,0.030667812463083963,0.08073418911564174,0.05602322212050998,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1600-1700 ,2216,49.4,1.6,29.9,36.6,873.3919999999999,28.288,528.632,647.088,0.07087632390176195,0.06552349538940477,0.07629502826396596,0.06637728601211491,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1700-1800 ,2216,53.7,2.4,22.7,49.7,887.124,39.648,375.00399999999996,821.0440000000001,0.0719906845551902,0.09183666378673362,0.054122604721432474,0.08422142338682048,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1800-1900 ,2216,53.8,3.8,13.5,58.6,855.9579999999999,60.458,214.78500000000003,932.3259999999999,0.06946154356154437,0.14003886751458688,0.03099893242496847,0.09563655879653317,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
1900-2000 ,2216,60.6,1.5,10.1,59.5,773.862,19.154999999999998,128.977,759.8149999999999,0.06279940023181493,0.044368727169967766,0.01861465794806508,0.07794064728645114,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
2000-2100 ,2216,54.1,1.1,10.2,49.3,544.246,11.066,102.612,495.95799999999997,0.044165913791560193,0.025632176187045858,0.014809518606936538,0.0508746044061959,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
2100-2200 ,2216,43.4,0.6,7.7,51.3,401.016,5.5440000000000005,71.148,474.012,0.03254270694692529,0.012841567393907667,0.01026846401830508,0.04862341767607283,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
2200-2300 ,2216,56.8,0.5,8.9,45.7,504.95199999999994,4.445,79.12100000000001,406.273,0.040977180357551365,0.0102959536554689,0.011419170483953398,0.041674855846499964,497.0,348.0,260.0,195.0,200.0,311.0,718.0,1742.0,1865.0,1829.0,1749.0,1697.0,1649.0,1673.0,1685.0,1655.0,1768.0,1652.0,1591.0,1277.0,1006.0,924.0,889.0,732.0,22.2665072,114.23772116904809
0700-0800 ,2401,45.5,0.0,10.0,40.0,146.965,0.0,32.300000000000004,129.20000000000002,0.050805756868016,0.0,0.043982439704568735,0.025607412989300783,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
0800-0900 ,2401,20.0,2.0,1.4,80.8,126.0,12.6,8.819999999999999,509.03999999999996,0.04355816259224996,0.03539823008849557,0.012010065578770776,0.10089162157951756,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
0900-1000 ,2401,26.8,1.8,17.0,66.0,185.45600000000002,12.456000000000001,117.64000000000001,456.72,0.06411208414054215,0.0349936788874842,0.16018867513453453,0.09052180851759639,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1000-1100 ,2401,34.4,1.6,11.1,53.3,194.016,9.024000000000001,62.604,300.61199999999997,0.06707127359919023,0.02535187526337969,0.08524695527135667,0.05958123555371273,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1100-1200 ,2401,27.9,11.5,22.6,61.3,146.475,60.375,118.65,321.825,0.05063636401349058,0.16961651917404127,0.16156397742870215,0.06378564771889879,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1200-1300 ,2401,34.9,2.3,6.3,68.8,188.111,12.397,33.957,370.832,0.0650299168523074,0.03482792527040314,0.0462387524782675,0.07349882487343952,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1300-1400 ,2401,14.3,4.1,9.4,54.7,69.927,20.048999999999996,45.966,267.483,0.024173743139589393,0.056325326590813296,0.06259123292446458,0.05301507467969923,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1400-1500 ,2401,35.2,5.6,19.6,56.5,206.27200000000002,32.815999999999995,114.85600000000001,331.09,0.07130816916054433,0.09219272369714845,0.15639774287021505,0.06562196878194733,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1500-1600 ,2401,50.0,7.4,7.1,66.7,286.5,42.40200000000001,40.683,382.19100000000003,0.0990429649419017,0.11912347239780868,0.055397448746160045,0.07575017629871406,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1600-1700 ,2401,36.4,6.8,4.9,68.3,210.028,39.236000000000004,28.273,394.09099999999995,0.0726066172454371,0.11022896474223907,0.03849893243861522,0.07810875381088647,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1700-1800 ,2401,35.5,6.5,10.7,62.5,206.965,37.895,62.381,364.375,0.07154773905480169,0.10646158168282062,0.08494329941828797,0.0722190488233473,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1800-1900 ,2401,68.0,8.0,2.2,73.3,469.88000000000005,55.28,15.202000000000002,506.503,0.16243737649878107,0.15530271105492344,0.020700342055382473,0.10038878870990567,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
1900-2000 ,2401,40.9,4.5,4.0,72.0,194.684,21.419999999999998,19.04,342.71999999999997,0.06730220100086977,0.06017699115044246,0.025926490773219457,0.06792703235056627,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
2000-2100 ,2401,38.1,0.0,4.8,57.1,92.964,0.0,11.712,139.324,0.03213762720020576,0.0,0.015948059870585417,0.027613987672765808,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
2100-2200 ,2401,45.5,0.0,10.0,40.0,101.465,0.0,22.3,89.2,0.03507642037637018,0.0,0.03036558530686943,0.01767942135174636,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
2200-2300 ,2401,36.4,0.0,0.0,76.2,66.976,0.0,0.0,140.208,0.023153583315702646,0.0,0.0,0.027789196287955755,76.0,47.0,38.0,32.0,32.0,42.0,104.0,323.0,630.0,692.0,564.0,525.0,539.0,489.0,586.0,573.0,577.0,583.0,691.0,476.0,244.0,223.0,184.0,125.0,22.2825633,114.1646142
0700-0800 ,2403,15.7,14.2,21.4,40.8,16.956,15.335999999999999,23.112,44.064,0.014156129856359863,0.07320426165654714,0.03832289258911664,0.028032103578317365,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
0800-0900 ,2403,28.2,14.5,16.8,49.4,51.041999999999994,26.244999999999997,30.408,89.414,0.042613657709856104,0.1252768549280177,0.05042066968890009,0.056882319112011366,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
0900-1000 ,2403,31.4,9.2,17.8,52.3,77.558,22.724,43.96600000000001,129.181,0.0647511865652016,0.10846985145301105,0.07290170887734089,0.08218080910381753,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1000-1100 ,2403,36.1,5.9,26.0,46.9,93.86,15.340000000000002,67.60000000000001,121.94,0.0783613085820911,0.07322335509985872,0.11209014966356375,0.07757431713734612,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1100-1200 ,2403,38.1,6.6,28.5,44.7,95.25,16.5,71.25,111.75,0.07952178395955868,0.07876045366021309,0.11814235449007272,0.07109176595127463,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1200-1300 ,2403,41.4,5.0,26.8,47.9,93.564,11.3,60.568000000000005,108.25399999999999,0.07811418576789657,0.05393897735517624,0.10043012107725931,0.0688677228750719,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1300-1400 ,2403,47.9,5.3,22.9,47.9,109.691,12.137,52.440999999999995,109.691,0.09157820476963728,0.05793428036812159,0.08695443104300216,0.06978189618757286,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1400-1500 ,2403,39.7,6.4,26.4,46.9,98.85300000000001,15.936,65.736,116.78099999999999,0.08252983632287932,0.07606827815328217,0.10899937985627257,0.07429232679691994,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1500-1600 ,2403,57.7,6.0,22.3,48.0,133.864,13.92,51.736000000000004,111.36,0.11175962297073347,0.0664451827242525,0.08578544353541619,0.07084366045936415,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1600-1700 ,2403,50.4,4.9,20.0,47.5,113.904,11.074,45.2,107.35,0.095095530500048,0.05286019780807271,0.07494785155019351,0.06829262706818194,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1700-1800 ,2403,43.3,9.0,18.9,49.5,89.198,18.54,38.934,101.97,0.07446912425852718,0.08849810974911215,0.06455795690830163,0.06487004361567315,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1800-1900 ,2403,41.1,6.0,6.4,61.2,81.378,11.879999999999999,12.672,121.176,0.06794040666730673,0.05670752663535342,0.021011928646992303,0.07708828484037275,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
1900-2000 ,2403,35.2,6.8,8.5,64.4,60.544000000000004,11.696000000000002,14.620000000000001,110.768,0.050546633995249564,0.05582922824302136,0.02424198207220861,0.07046704904600258,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
2000-2100 ,2403,19.4,4.1,4.3,60.4,25.607999999999997,5.411999999999999,5.675999999999999,79.728,0.021379462925316308,0.02583342880054989,0.009411593039798634,0.05072039656163958,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
2100-2200 ,2403,26.7,1.3,10.2,52.6,29.904000000000003,1.4560000000000002,11.424,58.912000000000006,0.024966083228626174,0.00695001336541032,0.01894257203781882,0.03747792497289926,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
2200-2300 ,2403,29.9,0.0,8.7,55.7,26.611,0.0,7.742999999999999,49.57300000000001,0.02221684192071198,0.0,0.012838964923742218,0.031536752693535015,59.0,31.0,26.0,21.0,21.0,33.0,75.0,108.0,181.0,247.0,260.0,250.0,226.0,229.0,249.0,232.0,226.0,206.0,198.0,172.0,132.0,112.0,89.0,71.0,22.2867331,114.1496072
0700-0800 ,2404,23.8,0.0,21.4,26.3,130.9,0.0,117.7,144.65,0.03649483426633534,0.0,0.05873998001742736,0.03371778366586085,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
0800-0900 ,2404,20.3,0.0,20.2,49.9,141.085,0.0,140.39,346.805,0.03933440559561437,0.0,0.07006377055774535,0.08083993062038625,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
0900-1000 ,2404,29.0,0.0,27.2,42.7,205.02999999999997,0.0,192.304,301.889,0.05716222971448994,0.0,0.09597224398701233,0.07037005180161124,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1000-1100 ,2404,27.5,0.0,29.1,39.9,173.25,0.0,183.33,251.36999999999998,0.048301986528973245,0.0,0.09149363242646524,0.05859411877004798,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1100-1200 ,2404,28.8,1.6,29.2,36.6,187.20000000000002,10.4,189.79999999999998,237.9,0.05219123739234512,0.2938517179023508,0.09472258459904598,0.05545427400005735,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1200-1300 ,2404,23.2,0.0,21.2,43.8,151.26399999999998,0.0,138.224,285.57599999999996,0.04217230412882313,0.0,0.06898279522454442,0.06656750631290616,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1300-1400 ,2404,40.2,0.0,24.4,38.5,274.16400000000004,0.0,166.408,262.57,0.07643674363480187,0.0,0.08304845025267674,0.06120482860107212,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1400-1500 ,2404,54.3,0.0,19.9,41.0,379.01399999999995,0.0,138.902,286.18,0.1056688549627259,0.0,0.06932116146457684,0.06670829816450782,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1500-1600 ,2404,40.0,0.0,30.4,37.5,256.40000000000003,0.0,194.864,240.375,0.07148415206942997,0.0,0.09724985102902264,0.05603119425289527,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1600-1700 ,2404,68.5,0.0,22.8,40.3,440.45500000000004,0.0,146.604,259.12899999999996,0.12279856552160988,0.0,0.07316496202612507,0.06040273462530835,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1700-1800 ,2404,39.0,0.0,13.1,54.9,240.63,0.0,80.827,338.73299999999995,0.06708748639807695,0.0,0.04033794702522176,0.07895835474931241,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1800-1900 ,2404,37.0,0.0,6.3,49.5,240.13,0.0,40.887,321.255,0.06694808672555466,0.0,0.020405280908857713,0.07488424881836243,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
1900-2000 ,2404,31.8,1.9,8.8,52.4,213.37800000000001,12.749,59.04800000000001,351.60400000000004,0.0594896466469221,0.3602226491862568,0.02946880492836917,0.08195857316316169,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
2000-2100 ,2404,37.9,2.1,12.6,39.1,220.957,12.243,73.458,227.953,0.06160266688301495,0.3459256329113924,0.03666033519218504,0.053135637331379035,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
2100-2200 ,2404,25.7,0.0,15.1,49.8,129.528,0.0,76.104,250.992,0.03611232156493418,0.0,0.03798086184576289,0.05850600731325092,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
2200-2300 ,2404,48.9,0.0,15.6,44.0,203.424,0.0,64.896,183.04,0.05671447796634836,0.0,0.03238733851496148,0.04266645780988019,132.0,75.0,59.0,38.0,25.0,155.0,314.0,550.0,695.0,707.0,630.0,650.0,652.0,682.0,698.0,641.0,643.0,617.0,649.0,671.0,583.0,504.0,416.0,286.0,22.2822371,114.1591452
0700-0800 ,2407,26.0,2.7,21.2,45.5,5.720000000000001,0.5940000000000001,4.664,10.01,0.026606507430750985,0.06815834767641997,0.0361749490029396,0.04974778222299531,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
0800-0900 ,2407,39.8,2.2,32.0,20.0,9.552,0.528,7.68,4.800000000000001,0.04443100681442891,0.060585197934595526,0.05956766902713896,0.0238550803866511,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
0900-1000 ,2407,42.2,2.8,28.6,26.8,16.458000000000002,1.0919999999999999,11.154000000000002,10.452,0.07655417819847897,0.1253012048192771,0.08651273181363388,0.051944437541932766,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
1000-1100 ,2407,45.8,0.7,14.7,34.4,21.983999999999998,0.33599999999999997,7.055999999999999,16.512,0.10225829709049467,0.038554216867469876,0.054727795918683916,0.08206147653007978,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
1100-1200 ,2407,30.6,0.7,29.5,27.9,17.136,0.39199999999999996,16.52,15.623999999999999,0.0797078865967393,0.044979919678714855,0.12813253806358538,0.07764828665854932,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
1200-1300 ,2407,20.5,1.3,28.0,34.9,13.12,0.8320000000000001,17.92,22.336,0.061027513547456794,0.09546758462421114,0.13899122772999092,0.11100564073254977,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
1300-1400 ,2407,31.1,4.7,26.5,14.3,14.306,2.162,12.190000000000001,6.578000000000001,0.06654417750075586,0.2480780263912794,0.09454816216677397,0.03269139974653978,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
1400-1500 ,2407,36.1,1.5,29.7,35.2,12.995999999999999,0.54,10.692,12.672,0.060450729120636315,0.061962134251290886,0.08292936422372003,0.0629774122207589,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
1500-1600 ,2407,36.4,0.8,18.5,50.0,14.559999999999999,0.32,7.4,20.0,0.06772565527827522,0.036718301778542746,0.05739593109385786,0.0993961682777129,3.0,4.0,4.0,4.0,5.0,8.0,12.0,22.0,24.0,39.0,48.0,56.0,64.0,46.0,36.0,40.0,38.0,39.0,35.0,28.0,22.0,16.0,10.0,7.0,22.2835695,114.1548493
