,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,link_id,link_name,link_coord
Sat,147,119,116,89,52,39,62,91,158,202,227,227,229,225,237,215,234,244,274,247,208,189,185,167,2211,Wyndham St,"{'latitude': '22.2813343', 'longitude': '114.1566341'}"
Sun,124,103,85,73,43,20,34,58,83,96,117,135,171,164,147,151,153,176,179,157,142,116,92,67,2211,Wyndham St,"{'latitude': '22.2813343', 'longitude': '114.1566341'}"
M-F,63,40,30,26,22,31,56,118,206,253,231,239,235,222,232,218,217,246,276,252,203,179,143,109,2211,Wyndham St,"{'latitude': '22.2813343', 'longitude': '114.1566341'}"
Mon,597,398,260,185,144,169,595,1860,2646,2701,2314,2321,2309,2025,2179,2118,2199,2341,2416,2228,1865,1589,1458,1092,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
Tue,611,407,266,190,148,173,609,1905,2710,2766,2369,2377,2365,2074,2231,2169,2252,2397,2474,2282,1910,1627,1493,1118,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
Wed,606,404,264,188,146,172,604,1889,2687,2743,2349,2358,2345,2057,2212,2151,2233,2377,2453,2263,1894,1613,1481,1109,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
Thu,616,410,268,192,149,175,615,1921,2732,2789,2389,2397,2384,2091,2249,2187,2271,2417,2494,2301,1926,1640,1505,1127,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
Fri,622,414,270,193,150,176,620,1938,2757,2814,2410,2419,2406,2110,2270,2206,2291,2439,2517,2322,1943,1655,1519,1138,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
Sat,935,693,548,461,355,297,437,774,1484,1986,2235,2457,2275,2085,1974,1936,1830,1949,2284,1997,1483,1364,1273,1198,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
Sun,680,488,384,326,251,206,311,506,945,1290,1398,1518,1544,1486,1343,1261,1282,1376,1464,1266,1054,900,776,741,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
M-F,586,390,255,182,141,166,584,1825,2595,2649,2269,2277,2265,1987,2137,2077,2157,2296,2369,2186,1830,1558,1430,1071,2212,Garden Rd,"{'latitude': '22.27774865', 'longitude': '114.1593112165768'}"
Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
Tue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
Wed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
Fri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
Sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
M-F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,Cotton Tree Drive,"{'latitude': '22.2784325', 'longitude': '114.1614558'}"
Mon,34,14,9,7,8,19,100,455,517,556,545,543,595,563,547,527,504,486,566,408,207,187,141,80,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
Tue,36,14,10,8,8,20,105,477,542,583,571,569,624,590,573,552,528,510,594,428,217,196,148,84,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
Wed,36,15,10,8,8,21,107,487,553,595,583,580,637,602,585,563,539,520,606,437,221,200,151,86,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
Thu,36,15,10,8,9,21,107,488,554,597,585,582,639,604,587,565,540,522,608,438,222,201,151,86,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
Fri,39,16,11,8,9,22,113,517,587,632,619,616,676,639,621,598,572,552,643,464,235,213,160,91,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
Sat,42,27,22,15,11,16,53,124,237,341,405,461,461,531,444,443,415,391,371,275,181,164,152,99,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
Sun,41,30,16,12,11,10,33,69,142,209,239,246,322,263,268,274,247,243,249,188,142,124,77,43,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
M-F,34,14,9,7,8,19,99,453,515,554,543,540,593,561,545,525,502,484,564,407,206,186,140,80,2214,Kennedy Rd,"{'latitude': '22.2766509', 'longitude': '114.1581577'}"
Mon,440,260,198,161,141,185,446,1105,1471,1432,1409,1503,1598,1479,1470,1525,1550,1564,1667,1462,1160,1069,959,684,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
Tue,446,263,200,163,143,188,451,1119,1490,1450,1427,1522,1619,1497,1489,1545,1569,1584,1688,1481,1175,1082,971,692,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
Wed,446,263,201,163,143,188,452,1120,1491,1452,1429,1524,1621,1499,1491,1547,1571,1586,1691,1482,1177,1084,972,693,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
Thu,454,268,204,166,146,191,460,1141,1519,1478,1455,1552,1650,1527,1518,1575,1600,1614,1721,1509,1198,1103,990,706,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
Fri,470,278,211,172,151,198,476,1181,1572,1531,1506,1607,1708,1581,1571,1630,1657,1671,1782,1563,1240,1142,1025,731,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
Sat,557,387,312,246,204,209,405,643,1042,1345,1533,1733,1721,1647,1679,1647,1603,1674,1616,1281,1072,1080,1009,770,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
Sun,477,308,248,208,166,192,318,461,669,922,1126,1136,1264,1208,1194,1190,1155,1091,1184,1043,881,830,722,537,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
M-F,441,260,198,161,142,186,447,1108,1475,1436,1413,1507,1603,1483,1474,1530,1554,1568,1672,1466,1164,1072,961,686,2215,Causeway Rd,"{'latitude': '22.2794029', 'longitude': '114.1878299'}"
Mon,501,351,262,196,202,314,723,1755,1880,1844,1762,1710,1662,1686,1698,1667,1781,1665,1603,1287,1014,931,896,737,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
Tue,518,363,270,203,208,324,748,1815,1943,1906,1822,1768,1718,1743,1755,1724,1842,1721,1657,1330,1048,963,926,762,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
Wed,509,356,265,199,205,318,734,1781,1907,1871,1788,1736,1686,1711,1723,1692,1808,1690,1627,1306,1029,945,909,748,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
Thu,521,365,272,204,210,326,753,1826,1955,1918,1833,1779,1729,1754,1766,1735,1853,1732,1668,1338,1055,969,932,767,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
Fri,534,374,279,209,215,334,771,1872,2004,1966,1879,1824,1772,1798,1810,1778,1900,1775,1710,1372,1081,993,955,786,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
Sat,673,496,419,340,286,364,515,882,1445,1677,1749,1733,1689,1730,1556,1656,1687,1605,1490,1148,1017,1082,1143,841,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
Sun,571,440,296,243,213,236,308,479,629,848,931,1027,970,1003,978,1028,1057,1010,1018,769,776,882,736,505,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
M-F,497,348,260,195,200,311,718,1742,1865,1829,1749,1697,1649,1673,1685,1655,1768,1652,1591,1277,1006,924,889,732,2216,Island Eastern Corridor,"{'latitude': '22.2665072', 'longitude': '114.23772116904809'}"
Mon,640,395,268,194,191,281,753,2143,2752,2603,2285,2075,2016,1951,2037,2138,2188,2244,2519,2205,1554,1441,1400,1047,2217,Connaught Rd FO <H173>,
Tue,646,399,271,196,193,284,761,2164,2779,2628,2308,2095,2036,1971,2057,2159,2210,2266,2544,2227,1569,1455,1414,1057,2217,Connaught Rd FO <H173>,
Wed,661,408,277,201,197,290,778,2213,2842,2688,2360,2142,2082,2015,2103,2208,2260,2317,2602,2277,1605,1488,1446,1081,2217,Connaught Rd FO <H173>,
Thu,662,408,277,201,197,291,779,2216,2847,2692,2364,2146,2085,2018,2106,2211,2263,2321,2606,2280,1607,1490,1448,1083,2217,Connaught Rd FO <H173>,
Fri,703,434,295,214,210,309,828,2356,3026,2861,2512,2281,2217,2145,2239,2350,2405,2467,2770,2424,1708,1584,1539,1151,2217,Connaught Rd FO <H173>,
Sat,933,587,450,394,308,317,517,930,1491,1964,2139,2260,2150,2201,2051,2059,2039,2188,2222,1859,1279,1284,1377,1162,2217,Connaught Rd FO <H173>,
Sun,636,419,349,283,242,250,314,456,574,811,990,1162,1154,1170,1132,1064,1099,1141,1206,934,809,855,763,497,2217,Connaught Rd FO <H173>,
M-F,632,390,265,192,188,277,744,2116,2718,2570,2257,2048,1991,1927,2011,2111,2161,2216,2488,2177,1534,1422,1383,1034,2217,Connaught Rd FO <H173>,
Mon,77,48,38,33,32,43,106,329,642,705,575,534,549,499,597,583,588,594,704,485,248,228,187,127,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
Tue,81,50,40,34,34,45,111,343,671,737,601,558,573,521,624,609,614,621,735,507,259,238,196,133,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
Wed,81,50,40,35,34,45,111,345,673,739,603,560,576,523,626,612,617,623,738,509,260,239,196,133,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
Thu,81,51,41,35,34,45,112,346,676,743,606,563,579,526,629,615,620,626,742,511,262,240,197,134,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
Fri,87,54,44,37,37,48,120,372,726,798,651,605,621,564,676,660,665,672,796,549,281,258,212,144,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
Sat,109,62,44,28,33,45,86,178,305,391,458,431,485,525,501,549,486,505,499,358,259,277,308,163,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
Sun,84,53,34,25,22,29,52,94,146,203,254,298,310,307,334,339,325,316,300,229,183,193,190,88,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
M-F,76,47,38,32,32,42,104,323,630,692,564,525,539,489,586,573,577,583,691,476,244,223,184,125,2401,Lung Wo Rd,"{'latitude': '22.2825633', 'longitude': '114.1646142'}"
Mon,14,9,5,5,5,17,55,101,117,127,147,150,130,133,137,129,111,105,86,69,45,42,38,22,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
Tue,15,9,5,5,6,18,59,108,125,135,157,159,138,142,146,137,118,111,91,74,48,45,41,23,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
Wed,15,9,5,5,6,18,58,107,123,134,155,158,136,141,145,136,117,110,90,73,48,44,40,23,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
Thu,15,9,5,5,6,18,60,109,126,137,158,161,139,143,148,138,119,112,92,75,49,45,41,23,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
Fri,15,9,5,5,6,18,59,109,126,136,158,161,139,143,147,138,119,112,92,74,49,45,41,23,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
Sat,24,11,9,7,5,20,54,110,139,184,256,238,228,191,224,189,169,149,94,76,60,50,48,44,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
Sun,20,10,7,7,5,13,40,79,100,156,204,242,216,171,185,199,146,114,85,66,55,50,52,25,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
M-F,16,10,5,5,6,19,62,113,131,142,165,167,145,149,153,144,124,117,96,78,51,47,43,24,2402,Lin Shing Rd,"{'latitude': '22.2619628', 'longitude': '114.2360148'}"
Mon,62,32,27,22,22,34,79,113,190,259,273,262,237,240,261,243,236,216,207,180,138,117,93,75,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
Tue,61,32,27,22,22,34,78,113,189,257,271,260,236,239,259,242,235,215,206,179,138,117,92,74,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
Wed,62,33,28,22,22,35,80,114,192,262,276,265,240,243,264,246,239,219,210,182,140,119,94,76,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
Thu,63,33,28,23,23,35,80,115,193,263,278,266,242,245,265,248,241,220,211,183,141,119,95,76,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
Fri,66,34,29,24,24,37,84,120,202,275,290,278,252,256,277,259,251,230,220,191,147,125,99,79,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
Sat,74,67,49,42,23,34,55,82,116,176,225,236,220,214,216,191,191,181,190,144,98,113,65,77,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
Sun,47,40,28,26,16,18,27,34,47,74,90,99,95,114,119,92,108,89,105,95,61,61,41,47,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
M-F,59,31,26,21,21,33,75,108,181,247,260,250,226,229,249,232,226,206,198,172,132,112,89,71,2403,Wing Lok St,"{'latitude': '22.2867331', 'longitude': '114.1496072'}"
Mon,128,72,57,37,24,150,304,532,673,685,610,629,631,660,676,621,623,597,629,649,565,488,403,277,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
Tue,136,77,61,40,25,160,324,567,717,729,650,670,672,703,720,661,663,636,669,692,601,519,429,295,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
Wed,133,76,60,39,25,157,318,556,704,716,638,658,660,690,707,649,651,624,657,679,590,510,421,290,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
Thu,134,76,60,39,25,159,320,561,709,721,643,663,665,695,712,654,656,629,662,684,595,514,424,292,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
Fri,138,78,62,40,26,162,327,574,726,738,658,679,681,711,729,669,671,644,677,700,609,526,434,299,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
Sat,164,128,131,77,61,137,258,346,525,555,588,552,567,653,624,633,656,659,626,577,596,542,511,342,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
Sun,234,117,120,89,53,110,175,323,446,556,490,582,681,669,719,592,679,575,590,528,448,459,356,201,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
M-F,132,75,59,38,25,155,314,550,695,707,630,650,652,682,698,641,643,617,649,671,583,504,416,286,2404,Ice House St,"{'latitude': '22.2822371', 'longitude': '114.1591452'}"
Mon,91,57,51,34,32,55,108,214,236,276,296,281,314,299,276,278,269,254,306,345,291,239,205,176,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
Tue,97,61,54,37,34,58,114,227,250,292,314,298,334,317,292,295,285,269,324,367,308,253,217,187,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
Wed,98,62,55,37,34,59,116,230,254,296,318,302,338,321,296,299,289,273,329,371,313,257,220,189,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
Thu,98,62,55,37,34,59,116,231,255,297,319,303,339,322,297,300,290,274,330,373,314,257,221,190,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
Fri,109,69,62,41,38,66,130,257,284,331,356,338,378,359,331,335,323,305,367,415,349,287,246,211,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
Sat,337,291,250,210,123,104,127,190,281,357,425,383,380,410,482,362,393,419,548,584,381,367,439,455,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
Sun,261,198,212,164,92,74,76,96,132,182,226,265,337,306,293,273,253,246,313,252,191,155,157,127,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
M-F,101,64,57,38,35,61,120,238,262,307,329,313,350,332,307,310,299,282,340,384,323,265,228,196,2405,D'Aguilar St,"{'latitude': '22.2813588', 'longitude': '114.1558828'}"
Mon,3,4,4,4,5,8,12,21,23,39,47,55,63,46,36,40,38,39,35,28,21,15,10,7,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
Tue,3,4,4,4,5,9,13,24,26,44,53,62,71,51,40,45,42,44,39,32,24,17,11,8,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
Wed,3,4,4,4,5,9,13,24,26,43,53,61,70,50,40,44,42,43,39,31,24,17,11,8,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
Thu,3,4,4,4,5,8,12,22,24,41,50,58,66,48,37,42,40,41,36,29,22,16,10,7,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
Fri,3,5,5,5,6,9,14,25,27,45,56,65,74,53,42,47,44,45,41,33,25,18,11,8,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
Sat,9,7,6,5,6,7,9,18,22,37,48,54,52,47,43,37,32,33,27,22,21,15,11,13,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
Sun,7,7,6,4,4,4,6,6,8,8,13,16,17,16,15,14,12,11,11,12,12,7,2,2,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
M-F,3,4,4,4,5,8,12,22,24,39,48,56,64,46,36,40,38,39,35,28,22,16,10,7,2407,Cochrane St,"{'latitude': '22.2835695', 'longitude': '114.1548493'}"
Mon,90,59,41,36,37,62,156,490,644,618,517,481,484,511,493,453,448,481,546,458,295,232,199,131,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
Tue,91,59,42,36,37,63,158,496,652,626,523,487,490,518,499,458,453,487,553,464,299,235,202,133,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
Wed,90,59,42,36,37,62,157,494,649,623,521,485,488,516,497,456,452,485,551,462,298,234,201,132,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
Thu,93,61,43,37,38,64,162,510,670,643,538,501,503,532,513,471,466,501,569,477,307,241,207,136,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
Fri,99,65,46,39,40,68,172,541,711,682,571,531,534,565,544,500,494,531,603,506,326,256,220,145,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
Sat,110,74,62,49,42,52,105,192,303,364,384,375,397,435,416,414,388,372,386,298,217,232,220,154,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
Sun,80,53,38,34,30,37,68,70,103,128,168,167,202,194,196,198,196,192,208,175,162,174,124,75,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
M-F,86,56,40,34,35,59,149,471,619,593,497,462,464,491,474,435,430,462,525,440,284,223,191,126,2408,Smithfield,"{'latitude': '22.2774033', 'longitude': '114.1310416'}"
Mon,26,13,9,9,6,11,33,154,454,546,461,460,535,441,567,539,538,581,754,418,159,121,93,62,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
Tue,25,13,9,9,6,11,33,153,451,542,458,457,532,438,563,536,535,577,749,415,158,120,93,61,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
Wed,27,14,9,9,6,12,35,162,477,574,485,484,563,464,596,567,566,611,793,439,167,127,98,65,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
Thu,28,14,10,10,7,13,37,169,497,598,505,504,586,483,621,591,590,636,826,458,174,132,102,68,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
Fri,31,16,11,11,7,14,40,184,542,651,550,549,639,526,676,644,643,693,900,499,189,144,112,74,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
Sat,21,11,10,8,3,6,19,43,108,142,176,234,280,267,251,277,249,198,231,126,66,55,60,27,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
Sun,12,9,4,3,3,3,9,19,32,53,59,75,90,84,82,70,65,71,66,46,32,29,28,13,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
M-F,23,12,8,8,6,10,30,140,413,497,420,419,487,401,516,491,490,529,686,380,144,110,85,56,3001,Lung Wui Rd,"{'latitude': '22.281098', 'longitude': '114.1670861'}"
Mon,737,518,403,279,246,304,862,1689,1692,1655,1721,1892,1977,1993,2017,2042,2096,2305,2436,1954,1562,1599,1522,1130,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
Tue,760,534,415,288,254,313,889,1740,1743,1705,1773,1949,2037,2054,2078,2104,2159,2374,2510,2014,1610,1648,1568,1165,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
Wed,768,540,420,291,256,317,898,1759,1762,1724,1792,1970,2059,2076,2101,2127,2182,2400,2537,2035,1627,1666,1585,1177,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
Thu,784,551,429,297,262,323,917,1796,1799,1760,1829,2011,2102,2119,2144,2171,2228,2450,2590,2078,1661,1700,1618,1202,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
Fri,809,569,442,306,270,334,946,1854,1857,1816,1888,2076,2170,2187,2214,2241,2300,2529,2673,2145,1715,1755,1670,1241,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
Sat,993,787,679,498,364,344,606,947,1396,1698,1844,1979,2038,2067,2074,2084,2031,2091,2087,1638,1407,1543,1500,1168,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
Sun,888,711,596,454,361,334,487,675,964,1303,1518,1743,1779,1765,1820,1812,1746,1821,1808,1442,1390,1473,1255,887,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
M-F,763,537,417,289,255,315,893,1748,1751,1713,1781,1958,2047,2063,2088,2114,2169,2385,2521,2023,1617,1656,1575,1170,3002,Princess Margaret Rd,"{'latitude': '22.3100265', 'longitude': '114.1783982'}"
Mon,738,499,368,274,285,470,1237,3174,3650,3268,2845,2725,2567,2576,2741,2881,3194,3339,3420,2863,1975,1730,1651,1253,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
Tue,753,509,376,279,291,479,1262,3238,3723,3333,2902,2780,2619,2628,2796,2938,3258,3406,3488,2921,2015,1765,1684,1278,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
Wed,757,512,378,281,292,481,1268,3252,3740,3348,2915,2793,2631,2640,2808,2952,3272,3422,3504,2934,2024,1773,1692,1284,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
Thu,756,511,377,280,292,481,1266,3249,3736,3345,2912,2790,2628,2637,2805,2948,3269,3418,3500,2931,2022,1771,1690,1283,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
Fri,783,529,391,291,302,498,1312,3365,3871,3465,3016,2890,2722,2732,2906,3054,3387,3541,3626,3036,2094,1834,1751,1329,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
Sat,1042,644,507,367,355,455,1050,1956,2707,2768,2699,2704,2714,2823,2859,2465,2872,2977,2968,2234,1850,2013,1982,1636,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
Sun,814,581,430,323,315,355,567,803,1109,1262,1385,1477,1513,1705,1657,1687,1781,1860,1813,1465,1385,1600,1410,932,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
M-F,726,491,362,269,280,462,1217,3122,3590,3214,2798,2680,2525,2534,2696,2833,3141,3284,3363,2816,1943,1701,1624,1232,3003,Lung Cheung Rd,"{'latitude': '22.3432472', 'longitude': '114.1719327'}"
Mon,1083,921,720,555,507,670,1362,3514,4392,4147,3693,3623,3629,3506,3814,3892,4010,4257,4247,3574,2652,2135,1890,1589,3004,Prince Edward Rd E & FO <K10A>,
Tue,1100,935,732,564,515,681,1384,3570,4462,4213,3752,3680,3687,3562,3874,3954,4073,4324,4314,3631,2694,2169,1920,1614,3004,Prince Edward Rd E & FO <K10A>,
Wed,1108,942,737,568,518,686,1394,3596,4494,4243,3780,3707,3714,3588,3903,3983,4103,4356,4346,3658,2714,2185,1934,1626,3004,Prince Edward Rd E & FO <K10A>,
Thu,1113,946,740,570,521,689,1400,3611,4513,4261,3796,3723,3729,3603,3919,3999,4120,4374,4364,3673,2725,2195,1942,1633,3004,Prince Edward Rd E & FO <K10A>,
Fri,1146,974,762,587,536,709,1442,3719,4648,4389,3909,3834,3841,3711,4036,4119,4243,4505,4494,3783,2807,2260,2000,1682,3004,Prince Edward Rd E & FO <K10A>,
Sat,1264,976,813,590,522,618,946,1547,2197,3046,2823,3035,3605,3736,3393,3552,3282,3676,3139,2889,2336,2222,1918,1573,3004,Prince Edward Rd E & FO <K10A>,
Sun,965,746,593,473,387,427,580,784,1175,1491,1603,1630,1987,1945,1839,1840,1896,2338,2124,1816,1602,1433,1300,1009,3004,Prince Edward Rd E & FO <K10A>,
M-F,1054,896,701,540,493,652,1326,3421,4276,4037,3596,3527,3533,3413,3713,3789,3903,4144,4134,3480,2582,2079,1840,1547,3004,Prince Edward Rd E & FO <K10A>,
Mon,689,537,451,330,324,415,679,1195,1717,1548,1449,1405,1413,1234,1382,1373,1457,1473,1626,1490,1179,1150,1051,891,3005,Kai Tak Tunnel,"{'latitude': '22.3241291', 'longitude': '114.2005923'}"
Tue,706,551,463,339,332,426,696,1225,1760,1587,1486,1441,1449,1266,1417,1408,1494,1511,1667,1528,1209,1179,1078,913,3005,Kai Tak Tunnel,"{'latitude': '22.3241291', 'longitude': '114.2005923'}"
